url_path,views_total,views_unique
/ulfsri/firepydaq,5,1
/ulfsri/firepydaq/blob/firepydaq-stats/ulfsri/firepydaq/latest-report/report.pdf,2,1
/ulfsri/firepydaq/tree/firepydaq-stats,2,1
/ulfsri/firepydaq/tree/firepydaq-stats/ulfsri/firepydaq,2,1
/ulfsri/firepydaq/tree/firepydaq-stats/ulfsri/firepydaq/latest-report,2,1
/ulfsri/firepydaq/blob/82c903f5db3d7770e1fbb7b62463392769fa06ce/firepydaq/dashboard/app.py,1,1
/ulfsri/firepydaq/blob/main/docs/conf.py,1,1
/ulfsri/firepydaq/graphs/traffic,1,1
/ulfsri/firepydaq/pulse,1,1
/ulfsri/firepydaq/tree/firepydaq-pages,1,1
