time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-08-18 00:00:00+00:00,,,5,1
2024-08-19 00:00:00+00:00,,,4,2
2024-08-20 00:00:00+00:00,,,99,2
2024-08-21 00:00:00+00:00,,,38,2
2024-08-22 00:00:00+00:00,,,34,2
2024-08-23 00:00:00+00:00,,,77,4
2024-08-26 00:00:00+00:00,,,19,1
2024-08-27 00:00:00+00:00,,,17,1
2024-08-28 00:00:00+00:00,116.0,22.0,691,6
2024-08-29 00:00:00+00:00,10.0,5.0,68,4
2024-08-30 00:00:00+00:00,1.0,1.0,4,3
