time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-07-07 00:00:00+00:00,4,4,,
2025-07-13 00:00:00+00:00,4,4,,
2025-07-15 00:00:00+00:00,2,1,,
2025-07-19 00:00:00+00:00,1,1,,
