url_path,views_total,views_unique
/ulfsri/firepydaq,5,2
/ulfsri/firepydaq/security/dependabot,2,1
/ulfsri/firepydaq/issues,1,1
/ulfsri/firepydaq/security/dependabot/11,1,1
/ulfsri/firepydaq/security/dependabot/8,1,1
