url_path,views_total,views_unique
/ulfsri/firepydaq,49,6
/ulfsri/firepydaq/tree/firepydaq-stats/ulfsri/firepydaq,14,1
/ulfsri/firepydaq/tree/firepydaq-stats/ulfsri/firepydaq/latest-report,13,1
/ulfsri/firepydaq/actions,12,1
/ulfsri/firepydaq/blob/firepydaq-stats/ulfsri/firepydaq/latest-report/report.pdf,10,1
/ulfsri/firepydaq/issues,8,3
/ulfsri/firepydaq/tree/firepydaq-stats,8,1
/ulfsri/firepydaq/commits/main,5,2
/ulfsri/firepydaq/releases,5,1
/ulfsri/firepydaq/releases/tag/v0.1.0.post0,5,1
