time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-09-19 00:00:00+00:00,,,1.0,1.0
2024-09-20 00:00:00+00:00,17.0,4.0,36.0,2.0
2024-09-21 00:00:00+00:00,,,1.0,1.0
2024-09-23 00:00:00+00:00,,,1.0,1.0
2024-09-24 00:00:00+00:00,4.0,1.0,31.0,1.0
2024-09-28 00:00:00+00:00,1.0,1.0,,
2024-09-30 00:00:00+00:00,1.0,1.0,,
2024-10-02 00:00:00+00:00,,,5.0,2.0
